6/4/16,21:35:43,0,Kristy,1.47E+12,It's the cheapest but fouls the land and water (coal),GIVING_OPINION+pos,pos,1,,
6/4/16,21:36:37,0,Kristy,1.47E+12,ARe we good?,POSITIVITY+QUESTION+neg,neg,,,
6/4/16,21:36:55,0,lee,1.47E+12,"Don't forget to type btw gub, I don't recall whether they're evaluating us on this ehterpad part or not.",neg,neg,,,
6/4/16,21:37:07,0,lee,1.47E+12,"Ya, everything I was concerned with got mentioned.",neg,neg,,,
6/4/16,21:37:07,0,Jimmy,1.47E+12,it is a 50c bonus,GIVING_OPINION+neg,neg,,,
6/4/16,21:37:40,0,Kristy,1.47E+12,42 seconds,neg,neg,,,
6/4/16,21:38:10,0,Kristy,1.47E+12,waste disposal cost,pos,pos,,,
6/4/16,21:38:38,0,Gub,1.47E+12,Alright,AFFIRMATIVE+neg,neg,,,
6/4/16,21:38:42,0,Jimmy,1.47E+12,It was fun,POSITIVITY+neg,neg,,,
6/4/16,21:38:44,0,Kristy,1.47E+12,"Great job, y'all",neg,neg,,,
6/4/16,21:38:46,0,Kristy,1.47E+12,see ya later,neg,neg,,,
6/4/16,21:38:47,0,lee,1.47E+12,Yep!,AFFIRMATIVE+neg,neg,,,
6/4/16,21:38:51,0,lee,1.47E+12,See ya.,neg,neg,,,
6/4/16,21:38:51,0,Gub,1.47E+12,"Haha, later ",SMILES+neg,neg,,,
,,,,,,,,19,,
